,height,weight,size,type
0,157.89529077477837,61.078309488357775,28.746896300208427,A
1,155.2185491022058,50.98212734576759,7.046782000080986,A
2,155.26379217664538,63.899539742447715,17.80352097459587,A
3,154.84080696770246,44.3385238791183,15.15310624733624,A
4,153.66482833081972,70.15320260637661,15.176616351029898,A
5,151.34018844415084,60.31807491276174,13.67284630757445,A
6,158.01252381947944,38.178488229170824,29.651479881243283,A
7,152.21017240880568,44.266158754682365,8.166518212416081,A
8,149.5986619829747,57.001592636097314,2.1000196454831386,A
9,153.33582996081867,41.192223299321455,27.01893459343882,A
10,156.68435547480726,66.04439115192334,11.44904570332881,A
11,154.59853260543628,53.11503962503773,26.67151560100897,A
12,156.35030665081203,49.093222739440144,16.862973830951287,A
13,153.5234399240862,65.53093046415597,16.430610247874743,A
14,152.40333557693427,68.67713977046934,0.9257375380963306,A
15,155.1243237808377,43.25870548834642,15.530577713260115,A
16,153.18234299232424,66.993729024772,8.489889796038284,A
17,154.87497813507687,42.47588321909486,6.787011725633096,A
18,152.25108131917565,34.91294971044766,18.485909497789592,A
19,157.23815491271725,68.27564960101881,3.223839104163434,A
20,153.03808769414098,52.08056721935825,17.01700286030691,A
21,154.38297555656632,46.50502790454243,26.90141815296858,A
22,152.68680278143336,66.12191835264827,25.80892834143734,A
23,151.64051079434773,55.9700293204436,1.4299089853194702,A
24,151.43485671401237,48.18681725169797,11.841916655998752,A
25,161.41170735866987,69.86801878658373,14.328516597108958,A
26,154.6837216316975,39.72666058591291,28.27829619913785,A
27,155.07295957113686,61.92371189112027,29.156675927743386,A
28,153.55990965501329,69.72689526131795,24.74127426863182,A
29,152.61955185661316,35.694339023289174,22.229167773320974,A
30,152.75338930822556,46.802326566421634,6.6974796630990685,A
31,148.88735154439578,47.57767125977262,3.9380182235987093,A
32,159.48100897950127,63.09205576550821,16.486954263348977,A
33,157.7981750565801,74.89957130229602,16.9218352635881,A
34,157.58002216473255,76.43655349620718,24.192858692226604,A
35,159.1399464723383,76.89243156435889,5.2273504668339745,A
36,160.94956187248468,64.80625165359622,11.290175818953438,A
37,152.18430084417258,47.79975300935281,15.973862489181117,A
38,152.1622831671625,46.58284131190582,29.798221878279747,A
39,159.30703395600312,63.41157043144845,7.635647775616952,A
40,153.96826739291535,45.65900683368648,2.728762001048799,A
41,156.76732088476834,59.3033884810991,2.5300256784081543,A
42,156.27102978676652,54.536910862379116,25.062652694626298,A
43,155.19279004239664,42.54214065975537,16.11107679093044,A
44,157.53949091875765,51.52124708826221,23.594301832355054,A
45,160.84585299705643,55.189174006545564,21.40630673845034,A
46,160.22413320059096,74.79620940495013,29.490718772798306,A
47,155.37794187614136,68.46196307600228,15.289782348248933,A
48,155.76751762064177,64.12773195826118,1.0326012409699104,A
49,155.85020342640584,41.57990386977416,0.0288137790829468,A
50,154.3251197580368,55.46743049750429,0.7215002708769547,A
51,157.14367536566317,60.554471143083234,20.726584878151723,A
52,154.85146324748385,73.87714167238683,7.634790640679295,A
53,152.2575773226026,61.88925505108859,17.481014952337095,A
54,156.15406343580466,48.46888776369104,7.674504994072606,A
55,151.7080106987955,55.28116127994641,19.058395610209796,A
56,156.16193891901955,56.96684084640941,18.738097474718263,A
57,156.11536615233734,54.04818258213478,19.292634441576613,A
58,154.1861546985131,38.18704714660757,8.39203354352891,A
59,154.39819888808887,43.17631926580375,2.034849795974598,A
60,158.32736272095784,47.67653850868121,26.783299569669726,A
61,155.54414630741587,72.94538006554393,28.08738400310338,A
62,156.45939082065735,42.40939262134378,9.857720133978315,A
63,154.31690241216603,70.3939655679355,22.76887216080022,A
64,151.76155987666522,55.59668192246278,19.378440950526716,A
65,158.7431292503585,68.87497110934255,23.32702757547496,A
66,153.5718081874696,71.97888021681634,22.441548142405793,A
67,153.41112083043407,44.42465212662791,25.070986654914243,A
68,148.8821757190042,60.905540253102274,11.467273809077504,A
69,156.8412462135413,60.398903743597664,18.413919746583545,A
70,158.7716603816204,38.29712317283124,28.518377147179788,A
71,157.89264192829364,41.299150122971604,4.5825558755613525,A
72,155.421519408859,73.53054196642088,0.8758195674781666,A
73,155.87418342877416,41.60114876901166,5.373828706129366,A
74,155.876736840191,39.524670119423405,12.177991886740644,A
75,155.38941252622064,59.793416648150625,21.26110417014131,A
76,151.91084459543353,34.1236090315627,21.251617282572543,A
77,152.84319588326127,62.27057263695484,27.48044195950545,A
78,153.81938701505163,46.26896476194711,5.985909048661363,A
79,154.19564691575533,60.71630680973025,25.53674284690523,A
80,157.50349252488186,53.89403085910211,13.35733863502768,A
81,151.71136023187898,58.143026773802646,10.723384515848943,A
82,158.73302353525273,46.47658359165693,25.572313031264525,A
83,152.89279588195075,67.82200459998788,5.72695578415861,A
84,156.94370138923296,60.32252715721163,27.636099508719056,A
85,156.14977741821954,61.628907741410806,3.448935037626779,A
86,154.20570114646586,35.70238283183261,27.905228088312686,A
87,151.88391024069261,69.2921102246957,3.358150290462425,A
88,158.09002693690877,50.32451158065969,28.244388364914997,A
89,150.70060297696273,53.19210698438566,12.469217305867236,A
90,148.25447570137626,35.227780328811505,23.38324759013601,A
91,151.32711339436756,49.20671638216254,3.7194226968231203,A
92,151.02802744705565,60.24906381649294,21.66130401469451,A
93,151.9390923040825,34.086261007403316,1.7316989989303533,A
94,151.19235789964185,68.36040157608284,4.2530366624351155,A
95,158.2480489702887,59.283292026747255,0.1674750705029182,A
96,159.12405714747837,58.52916334038677,29.704021214871638,A
97,155.64177654592186,49.60753161133699,5.295831292406595,A
98,156.1200705884114,66.27294596026522,1.8450782165028512,A
99,154.68835983196502,73.63148889863116,15.204953327415737,A
0,156.49331937788637,114.1525106618624,30.902506127944847,B
1,153.73134038100386,85.91499373634065,47.05659256033148,B
2,171.74735234636282,129.18628177685358,12.33016638908866,B
3,170.62898422132483,94.23902778967144,13.030391216075992,B
4,166.38796644454376,109.28625417522076,33.62507651626942,B
5,168.59990350132844,128.75780061070208,12.992716926167052,B
6,163.6406115606157,111.22178274217625,7.5867105527747665,B
7,165.92227433440067,93.91714814206773,30.359648225312576,B
8,145.68630966227656,91.19173755671393,24.2823745940804,B
9,158.80517135241016,89.21261501199757,20.695687161769055,B
10,158.82815042699562,114.54388513009854,8.021665157263936,B
11,168.21630377938175,129.16512773470714,36.56036796942202,B
12,173.49984129625324,113.35365507806293,23.47196766332399,B
13,169.08609337327832,120.71341192346655,45.081304310781945,B
14,160.42961512611765,101.09715594926345,45.822695968780266,B
15,164.67055283845625,87.40785324826203,7.831629545819446,B
16,164.07415020241555,85.5129014797525,12.323588746953096,B
17,157.34250449967374,104.26486502649193,39.093096198423524,B
18,159.4093526224576,82.89600777697426,12.938909144024546,B
19,171.47335202638996,106.6059436677182,27.907301897688626,B
20,157.52340312998504,106.61155443896618,34.08649965259176,B
21,153.52344536693678,105.92632999070221,47.369834000524584,B
22,168.34728098861743,90.75231752473978,9.89897801338654,B
23,171.6199893877544,118.09766813399666,42.71528429334361,B
24,159.69723284429506,87.59626862176945,1.1794658218798104,B
25,155.4660536199714,83.93124979394389,46.144013791546726,B
26,142.51295677637714,89.7502967694077,16.431459307690222,B
27,156.15545103704926,85.97696469718774,9.8754678885627,B
28,166.73082079444754,106.76229309718413,9.960681465372506,B
29,147.63424709972804,80.19251766243976,2.4474528863573486,B
30,166.60789644577116,109.39294131458075,15.578195522427091,B
31,166.5045337366144,97.42755743254293,5.534653704700354,B
32,165.08099515340663,98.59277478641839,2.015834010910378,B
33,170.01930649355245,120.66878175376841,48.684924778693414,B
34,164.35010956470674,116.24311523951508,43.17189090561995,B
35,142.88715459437532,89.08916152997344,31.1465244347087,B
36,159.20762380398185,97.30015744258267,19.481649148164376,B
37,149.068511667821,89.92703421624202,33.29928027116373,B
38,147.27328592428142,97.86630200269911,8.194349079377561,B
39,141.81607371229646,90.32043830138304,10.93244391443865,B
40,170.54242276938186,96.43858118467591,29.706000996294225,B
41,157.96195302281092,88.46468523262628,37.46288159941735,B
42,159.66243101329903,86.75512284732288,30.11915147923287,B
43,168.03055226975218,106.50570960172227,6.461170851658266,B
44,172.39654531005579,102.11630812974995,9.504001116804755,B
45,170.9083286151937,106.95551390072855,13.52816001192491,B
46,151.41341289087083,73.89148419201457,41.693967187997075,B
47,161.34130413316063,90.26634196469382,0.29873644468867977,B
48,157.73660682095976,98.4126323106212,43.97749857904611,B
49,152.33004024179075,104.00068374914736,16.01662806249858,B
50,175.45856061798105,100.73899036374222,14.270185600503622,B
51,171.32584897758815,110.04459643349513,9.4187007556801,B
52,165.70872725780785,122.64802388597259,47.34700358798667,B
53,148.7944792750437,102.24133266677092,25.813233750228488,B
54,171.9649583335821,124.79420554482887,49.82087759601475,B
55,172.7194055904563,124.67341419521176,29.676624322908808,B
56,147.61464552301163,83.41548945363768,30.13213687187926,B
57,159.57983222755007,86.44625100895905,35.68377092763323,B
58,170.0758617489715,101.17504543077752,16.905902519378447,B
59,154.31500022872535,107.46306376521821,3.3789767581595354,B
60,167.4562931294307,112.74922320365522,22.037956090703638,B
61,152.56399073256756,95.62935746917002,18.639271076413834,B
62,140.2357730198726,68.25769097944892,31.0778615674653,B
63,157.65611422822306,100.51278823168953,13.386486547048415,B
64,169.50913207445953,109.35556559756476,42.27019572656718,B
65,157.4811471590315,116.26907976607693,32.58753873108654,B
66,163.3676628449181,111.55674961125835,16.68893201913676,B
67,153.64020555966573,111.71977209881156,22.413267967704215,B
68,163.31799387122308,82.83549839514042,3.4510209840753037,B
69,167.86465243001743,119.76632219307801,6.174725128226682,B
70,165.65408355601346,113.13724265423694,9.231806791480901,B
71,158.0511426480071,114.73625379274117,27.718813135607828,B
72,153.06588020840897,91.88607516614567,10.106184233731518,B
73,166.2397179245114,117.21929872716481,49.73516325228841,B
74,159.90677563227,86.8464041968441,28.82964554131843,B
75,172.32736720782893,121.08541750000958,4.5117202175631475,B
76,163.61900871556017,93.16400737492962,46.090682222482656,B
77,168.86169724017583,89.30152257540028,33.027807264239954,B
78,146.76001601256286,78.41093286800647,43.945002291165984,B
79,153.17305663457276,88.98653884076955,15.247239099536358,B
80,170.36402818405233,99.81607144326905,37.8104144342239,B
81,150.31687780515463,106.02621538511029,18.511504829492292,B
82,160.6285404000261,85.60298806638824,14.44198909634119,B
83,158.12615826295203,93.30350535632984,7.915353439458278,B
84,160.78422518076135,97.56336589219825,23.398204288993423,B
85,146.17887165849305,88.19487666844029,19.387171333788434,B
86,160.88085728656225,118.13390282981639,2.4229793464819513,B
87,161.09784050146234,106.75533578044902,16.660421890173883,B
88,162.16019863844255,111.91506151518092,25.528726585405337,B
89,148.34051571255958,84.48849323754722,27.548732284597076,B
90,175.3040766040343,109.52212958526336,38.92538509500989,B
91,147.07879246970592,71.52482503667936,17.7744170307421,B
92,166.06325575317297,125.17016138825704,42.95247844482124,B
93,145.70645199340598,82.44499380225112,30.44891684589871,B
94,163.25333494185585,93.80494089041764,44.71299540651767,B
95,148.2923278727776,94.44282066753766,26.408639554756846,B
96,157.0575633787289,112.9034299168398,21.753724912522877,B
97,162.26671220275625,90.63647552399914,41.75037630755297,B
98,161.81506671525034,95.0717329511444,19.63640361666358,B
99,158.04006992681346,113.17771136847438,22.979278204721826,B
100,167.58407782646856,118.12187103232543,23.773673768825898,B
101,161.71384274472456,84.82517215611617,23.052122155108524,B
102,150.19631155268445,94.7258498596411,23.64221936044599,B
103,142.787432376316,67.08957150520503,29.34220272214783,B
104,158.4139945969674,98.3823036918236,11.263639329495717,B
105,161.8695175719586,90.85348618788431,46.271694374287705,B
106,167.60102194512206,112.26531261425728,48.34428218119767,B
107,153.0860176613135,82.46038828947931,21.432270225428756,B
108,173.49003060764,114.02123031648725,3.432644275640312,B
109,167.40868568245662,86.72663299435656,45.357351912625425,B
110,159.76226216105985,89.00158257704307,21.05350238456599,B
111,157.9129281881423,99.99626398579142,16.578011388228976,B
112,170.65480805890073,91.80534774173304,34.5191114878059,B
113,160.79234714444257,112.95239119180735,0.48896237983361845,B
114,151.48044439203764,75.52277121719916,46.53537321980303,B
115,155.5538892483803,99.84878453890043,39.421080393599816,B
116,160.780192680019,85.79974853784529,23.25019770897266,B
117,157.1513488386039,94.10320142750452,30.97247025760415,B
118,154.9246771106687,109.70505449143583,20.348459172858252,B
119,163.52143820821954,120.41846346758427,26.832924600373293,B
120,168.33759249900245,128.40483134924327,15.426074476851065,B
121,161.3975314978033,97.94196397091144,21.55514507336661,B
122,151.43622828637572,77.99569623729651,15.083411514887441,B
123,152.44632911252648,106.19201072469188,25.590453412884763,B
124,156.63080019845833,88.83997933022158,40.5395387916926,B
125,152.62777744329418,108.79588508042974,5.303591536883811,B
126,155.21615216338748,85.13972471950088,41.99497375125739,B
127,170.663201068615,131.69937317026316,34.827050907647745,B
128,161.73157782503924,119.84150030605184,8.741584914966083,B
129,162.24643039203556,99.93219362238361,34.27610997610692,B
130,155.15150811851055,90.97248140591972,35.70440017758328,B
131,163.0580917178991,121.54315959928908,24.537763542705882,B
132,156.57192168616626,102.75180946729246,23.81890489115264,B
133,162.12906462779748,89.71789590419712,46.08871506288432,B
134,151.70643965324217,85.500397500696,20.639101308526897,B
135,176.3584341540079,122.31171209002142,19.994330933696354,B
136,166.28831253965737,95.63223195567274,34.35597128943657,B
137,152.24149891023356,83.64481338200018,21.671116649595035,B
138,167.23125636625164,96.49976874628432,47.72249751136979,B
139,154.85311521677957,106.77607567832938,22.606666865776308,B
140,150.0983627643084,90.65064079920892,18.35842375577003,B
141,165.61846711712727,99.56874349657296,38.609248577445356,B
142,158.24006348611388,81.83262217991789,0.5242658918883092,B
143,164.42052014677057,116.47588901718532,37.69342412634758,B
144,155.43545002853742,109.52524292280275,44.88646695519568,B
145,162.8039510824642,99.78764872071173,11.312788910041427,B
146,162.8183112933567,117.56084910297592,31.6182437671847,B
147,160.1080147427264,86.56614249985093,32.052203460468455,B
148,167.5490889867462,109.63801282990475,39.19794840797027,B
149,153.5851533691864,86.4691082686887,21.362799280215167,B
150,161.1160806880422,92.34111236398194,23.567584514810235,B
151,159.71162644495658,99.09428670512722,45.5955753845945,B
152,157.49892902816455,111.4097206642232,6.385527138700869,B
153,174.29984486979237,120.74841201021802,23.4373616701326,B
154,171.0705975602157,99.18516018382743,9.503266651620617,B
155,175.84720783407423,103.56742403809422,43.842005362661865,B
156,160.22005869602825,117.00063156857077,13.296567772235862,B
157,171.07943385428592,127.77161630357412,48.562750860012166,B
158,170.65026595863523,100.13798843404597,22.263251424781505,B
159,156.66896079688098,95.61433256517695,18.090993827406916,B
160,161.27244782076684,109.13854647772226,15.931374382426855,B
161,167.26592579594094,108.46014810502149,39.34780871861621,B
162,160.1120081523346,96.7505257378799,1.977742195661103,B
163,158.92458981582647,101.83918299282435,34.17504351326839,B
164,168.70092017099216,126.09652104304482,49.16256063339184,B
165,161.82061717061768,85.89553855486437,28.779513793273697,B
166,162.05667758927223,109.90927365905866,3.0841275272992186,B
167,160.75972524477626,106.50740302821197,37.210022885123955,B
168,159.0442230887109,92.6457943051107,3.0239196903930954,B
169,167.55471871027936,98.07805548012446,8.44519500699053,B
170,168.39126931091954,96.28335805435555,15.635819582831257,B
171,157.10757501684074,85.40063163241916,11.662269203653908,B
172,169.5643744859532,106.0498730561049,17.304398171881687,B
173,161.17124306773408,99.29246148425062,14.739264747929099,B
174,164.8095871933717,106.01977658084891,5.179808380670536,B
175,160.2122512883375,103.01386945222737,16.87908200054772,B
176,155.60882480331807,96.88787551578974,11.467598678352653,B
177,160.22544286339115,97.22689653745637,12.589322604367576,B
178,155.94223200093424,91.144392010615,22.618337699463552,B
179,148.9666938747198,77.46174898095775,47.24825203748676,B
180,158.1943646382142,91.42631834955125,1.2631001666170871,B
181,169.44963198648324,109.11215381136822,49.40413266730756,B
182,166.2765609977252,93.84997466828126,0.6963282055189035,B
183,155.30880217934154,96.7566841649243,44.41446769083331,B
184,168.9140714426246,106.02085910675683,26.662344870555614,B
185,165.1483018406706,88.9395741855978,14.406550864938461,B
186,155.47300572567204,87.48067553803907,48.971900785618686,B
187,153.48199678372842,76.56565442095153,21.15070861807809,B
188,150.25407600392467,97.9494514435905,30.285305920699813,B
189,152.23014960641305,74.60971019031184,23.722442873007278,B
190,178.18232913102827,131.2084522108064,34.76411496201046,B
191,170.72467375706862,92.41837362727092,12.712366428962746,B
192,157.16697118819528,108.74078870606587,45.69316289213834,B
193,162.59411615999585,87.4740966617593,42.41522113474115,B
194,146.5637169396321,94.99872456274804,2.795224335454888,B
195,149.85653779853132,77.77472150780603,24.23071587934299,B
196,154.74483599274998,90.50633960761417,1.8140802149969104,B
197,142.84997475414477,71.43368677221561,45.45978029121343,B
198,148.20145310267225,86.2727434742916,47.68841671270872,B
199,168.3428710948152,125.75157292195549,16.98170108410033,B
0,168.13188783684578,96.4342163703976,21.984981445324824,C
1,169.04288807261418,99.60142822143918,25.724999273644155,C
2,169.1074696372086,34.00431400031124,4.794768015283224,C
3,171.57303390206866,50.29045341209847,25.98605849368585,C
4,168.0469885763152,88.43240498722209,21.58135909351874,C
5,174.47603110265845,59.79453809962556,33.326089748379836,C
6,162.9075063004734,26.929067486099953,39.710031596437936,C
7,174.38356175554117,80.19099666724202,48.86241164124265,C
8,169.96133169614123,34.503107261107786,43.522806581476814,C
9,173.92925579504148,63.169786441191185,3.3340085192583526,C
10,182.21636453342273,114.61092262096086,4.196139294231671,C
11,170.3162850709996,101.80415540566155,15.90660676162598,C
12,173.518024722145,33.656696171800085,24.171051939772685,C
13,162.76785548640063,42.57522844233903,24.64030543948127,C
14,169.80195023994435,85.79084526893539,7.761296003385626,C
15,159.7808311358441,26.93213387595307,8.212083816027866,C
16,178.56983771632153,65.43360189939452,5.382882641257714,C
17,163.40218115926635,76.5044448262166,46.181510865846114,C
18,165.7241209621391,66.96066357520195,41.59752200285658,C
19,165.96254651239298,49.439423417963916,22.945010643241204,C
20,173.16228508566127,47.170317922313686,17.91113726374115,C
21,165.9990023935553,27.895484898935635,48.428081292372596,C
22,167.62782766139793,85.75242948266524,17.304260070025684,C
23,175.97354143208162,75.43781185051667,38.96820773805352,C
24,166.983040959153,58.90355417352641,47.43256181414506,C
25,168.46552630871096,39.17878091067653,29.362780697831848,C
26,165.18288427822202,52.48352271713505,7.905533078930843,C
27,172.7254565727476,49.29445788368203,5.548163045216548,C
28,164.10577116500167,30.79638344377917,5.985583425174323,C
29,171.76675108457945,40.72644974082354,20.349106001698797,C
30,166.4901650034602,92.21197812720624,30.14975219822627,C
31,174.24068794145225,45.32909834989693,1.6147389514958588,C
32,164.35423063999858,101.15746673997805,7.169253718511115,C
33,174.5800180393191,47.59440447240443,20.916417103038604,C
34,164.19994394903443,76.42027341876963,46.37424455814395,C
35,168.86873085304282,99.13042177124352,44.237766479243426,C
36,157.3600166346492,66.20871572581859,4.885928480779716,C
37,178.6330723170898,106.47463682982846,19.63788291823298,C
38,167.58230735685518,102.43636265592616,46.125106621413956,C
39,164.39922526623502,74.76000285481761,3.4254157491733106,C
40,159.8720068301047,60.5383837677667,33.79145100610443,C
41,172.46735218325057,80.402620540451,17.962575805357982,C
42,172.10258745369765,30.744226208729,19.367822712886234,C
43,178.01847884909006,50.35832498421007,31.174181635463043,C
